Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v3.2,mm/day,2.996,2.812,0.184,2.138,2.065,1.038,0.883
PRECT global GPCP_v2.3,mm/day,2.996,2.69,0.305,2.108,1.934,1.002,0.892
TREFHT land_60S90N CRU,DegC,13.222,12.932,0.29,12.552,13.077,1.777,0.992
SST global HadISST,degC,20.25,999.999,999.999,8.194,999.999,999.999,999.999
SST global HadISST_CL,degC,20.25,18.698,1.552,8.194,9.536,1.048,0.992
SST global HadISST_PI,degC,20.25,18.978,1.272,8.194,8.933,1.229,0.991
SST global HadISST_PD,degC,20.25,18.807,1.443,8.194,9.543,1.078,0.992
SOLIN global ceres_ebaf_toa_v4.1,W/m2,340.292,340.267,0.025,72.714,72.726,0.446,1.0
ALBEDO 75S75N ceres_ebaf_toa_v4.1,dimensionless,0.308,0.303,0.005,0.097,0.106,0.031,0.957
ALBEDOC global ceres_ebaf_toa_v4.1,dimensionless,0.168,0.176,-0.008,0.118,0.121,0.024,0.982
RESTOM global ceres_ebaf_toa_v4.1,W/m2,0.406,0.927,-0.521,54.69,56.014,9.142,0.987
FLUT global ceres_ebaf_toa_v4.1,W/m2,238.966,240.313,-1.347,29.088,29.746,6.072,0.98
FLUTC global ceres_ebaf_toa_v4.1,W/m2,263.951,266.126,-2.175,29.853,29.773,3.96,0.994
FSNTOA global ceres_ebaf_toa_v4.1,W/m2,239.258,241.24,-1.981,77.696,80.108,10.879,0.991
FSNTOAC global ceres_ebaf_toa_v4.1,W/m2,289.12,286.549,2.571,82.896,82.664,6.619,0.997
SWCF global ceres_ebaf_toa_v4.1,W/m2,-49.862,-45.309,-4.552,21.22,20.241,12.008,0.857
LWCF global ceres_ebaf_toa_v4.1,W/m2,24.985,25.813,-0.827,12.106,11.0,4.831,0.92
NETCF global ceres_ebaf_toa_v4.1,W/m2,-24.877,-19.497,-5.38,16.146,15.098,11.064,0.811
ALBEDO_SRF global ceres_ebaf_surface_v4.1,dimensionless,0.144,0.143,0.001,0.167,0.173,0.034,0.98
SWCFSRF global ceres_ebaf_surface_v4.1,W/m2,-53.624,-48.201,-5.424,22.757,21.71,13.229,0.854
LWCFSRF global ceres_ebaf_surface_v4.1,W/m2,26.413,27.457,-1.044,16.834,14.402,7.434,0.9
