Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global GPCP_v3.2,mm/day,2.992,2.812,0.18,2.066,2.065,0.842,0.921
PRECT global GPCP_v2.3,mm/day,2.992,2.69,0.301,2.037,1.934,0.804,0.931
TREFHT land_60S90N CRU,DegC,13.142,12.932,0.21,12.383,13.077,1.76,0.992
SST global HadISST,degC,20.154,999.999,999.999,8.352,999.999,999.999,999.999
SST global HadISST_CL,degC,20.154,18.698,1.457,8.352,9.536,0.19,1.0
SST global HadISST_PI,degC,20.154,18.978,1.177,8.352,8.933,0.539,0.999
SST global HadISST_PD,degC,20.154,18.807,1.348,8.352,9.543,0.207,1.0
SOLIN global ceres_ebaf_toa_v4.1,W/m2,340.292,340.267,0.025,72.714,72.726,0.446,1.0
ALBEDO 75S75N ceres_ebaf_toa_v4.1,dimensionless,0.303,0.303,0.0,0.097,0.106,0.031,0.958
ALBEDOC global ceres_ebaf_toa_v4.1,dimensionless,0.164,0.176,-0.012,0.112,0.121,0.026,0.983
RESTOM global ceres_ebaf_toa_v4.1,W/m2,2.196,0.927,1.269,55.561,56.014,8.383,0.989
FLUT global ceres_ebaf_toa_v4.1,W/m2,238.715,240.313,-1.598,28.866,29.746,5.231,0.986
FLUTC global ceres_ebaf_toa_v4.1,W/m2,263.514,266.126,-2.611,29.578,29.773,3.755,0.996
FSNTOA global ceres_ebaf_toa_v4.1,W/m2,240.798,241.24,-0.441,78.215,80.108,9.503,0.993
FSNTOAC global ceres_ebaf_toa_v4.1,W/m2,289.99,286.549,3.44,81.669,82.664,6.831,0.997
SWCF global ceres_ebaf_toa_v4.1,W/m2,-49.191,-45.309,-3.882,21.047,20.241,9.948,0.902
LWCF global ceres_ebaf_toa_v4.1,W/m2,24.799,25.813,-1.014,12.031,11.0,4.209,0.941
NETCF global ceres_ebaf_toa_v4.1,W/m2,-24.392,-19.497,-4.895,16.262,15.098,9.523,0.867
ALBEDO_SRF global ceres_ebaf_surface_v4.1,dimensionless,0.137,0.143,-0.005,0.156,0.173,0.038,0.979
SWCFSRF global ceres_ebaf_surface_v4.1,W/m2,-52.906,-48.201,-4.706,22.748,21.71,11.023,0.9
LWCFSRF global ceres_ebaf_surface_v4.1,W/m2,26.211,27.457,-1.246,17.494,14.402,7.18,0.92
NETCF_SRF global ceres_ebaf_surface_v4.1,W/m2,-26.695,-20.743,-5.952,19.588,20.786,10.826,0.901
FLDS global ceres_ebaf_surface_v4.1,W/m2,345.04,345.466,-0.426,64.369,66.27,8.564,0.992
FLDSC global ceres_ebaf_surface_v4.1,W/m2,317.525,317.799,-0.275,75.421,76.288,6.181,0.997
FLNS global ceres_ebaf_surface_v4.1,W/m2,54.347,53.458,0.889,18.696,17.711,8.532,0.893
FLNSC global ceres_ebaf_surface_v4.1,W/m2,80.558,80.915,-0.357,14.667,17.192,6.588,0.927
FSDS global ceres_ebaf_surface_v4.1,W/m2,186.619,186.873,-0.253,58.356,55.401,11.956,0.979
FSDSC global ceres_ebaf_surface_v4.1,W/m2,245.388,240.978,4.41,51.227,48.271,6.974,0.996
